ID;Hora de início;Hora de conclusão;Email;Nome;Primeiro Grupo;Informar o número do processo analisado.;Qual é o assunto do processo?;Qual é o resultado do recurso do contribuinte ao Carf?;Dar uma nota para a sua compreensão do texto. Se você considera que conseguiu comprender o voto resumido (lide, argumentos, decisão).;Dar uma nota para a sua compreensão do texto. Se você considera que conseguiu comprender o voto resumido (lide, argumentos, decisão).2;Dar uma nota para a coesão do texto, para o encadeamento das frases. Como o resumo exclui frases, se aparentemente as frases mais importantes foram mantidas. Se não parece haver uma lacuna entre a...
724;4/12/21 21:32:17;4/12/21 21:35:06;;;Primeiro grupo;10835900005200832;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;7;4
838;4/13/21 12:18:35;4/13/21 12:19:13;;;Segundo grupo;10835900005200832;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
882;4/13/21 15:37:47;4/13/21 15:39:54;;;Segundo grupo;10835900005200832;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;7;7
949;4/14/21 11:10:06;4/14/21 11:11:33;;;Terceiro grupo;10835900005200832;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;7;7
1057;4/15/21 8:33:16;4/15/21 8:33:32;;;Segundo grupo;10835900005200832;IRPJ/CSLL;Procedente ou procedente em parte;;7;6
1061;4/15/21 9:10:19;4/15/21 9:15:52;;;Terceiro grupo;10835900005200832;IRPJ/CSLL;Procedente ou procedente em parte;;9;8
1108;4/15/21 12:05:11;4/15/21 12:05:27;;;Terceiro grupo;10835900005200832;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;10
1195;4/15/21 19:54:18;4/15/21 19:55:07;;;Segundo grupo;10835900005200832;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;10;10
1272;4/17/21 17:15:32;4/17/21 17:18:25;;;Segundo grupo;10835900005200832;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;7;6
22;3/23/21 16:57:40;3/23/21 16:58:17;;;Primeiro grupo;10840001465200643;IRPF - Imposto de Renda Pessoa Fisica;Improcedente;;10;10
117;3/26/21 8:25:53;3/26/21 8:32:56;;;Segundo grupo;10840001465200644;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;6;5
172;3/30/21 11:06:20;3/30/21 11:08:05;;;Segundo grupo;10840001465200644;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;6;5
194;3/30/21 12:02:00;3/30/21 12:03:57;;;Segundo grupo;10840001465200644;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;9;8
217;3/30/21 15:18:34;3/30/21 15:21:59;;;Primeiro grupo;10840001465200644;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;9;5
291;4/3/21 18:31:51;4/3/21 18:42:59;;;Primeiro grupo;10840001465200644;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;8;6
372;4/6/21 14:56:57;4/6/21 14:58:16;;;Segundo grupo;10840001465200644;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;9;10
373;4/6/21 14:58:23;4/6/21 14:58:53;;;Segundo grupo;10840001465200644;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;9;10
380;4/6/21 16:46:38;4/6/21 19:47:13;;;Segundo grupo;10840001465200644;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;3;3
400;4/9/21 20:01:24;4/9/21 20:03:07;;;Segundo grupo;10840001465200644;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;8
456;4/11/21 14:12:00;4/11/21 14:12:26;;;Segundo grupo;10840001465200644;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;8;6
502;4/11/21 16:28:14;4/11/21 16:28:46;;;Terceiro grupo;10840001465200644;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;7;7
556;4/12/21 9:41:18;4/12/21 9:43:50;;;Terceiro grupo;10840001465200644;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;9;7
614;4/12/21 11:28:55;4/12/21 11:31:33;;;Segundo grupo;10840001465200644;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;8;8
781;4/13/21 10:10:18;4/13/21 10:14:13;;;Primeiro grupo;10840001465200644;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;9
785;4/13/21 10:15:11;4/13/21 10:18:59;;;Terceiro grupo;10840001465200644;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;4;5
811;4/13/21 11:42:00;4/13/21 11:43:00;;;Segundo grupo;10840001465200644;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;10
842;4/13/21 14:02:57;4/13/21 14:16:17;;;Segundo grupo;10840001465200644;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;9;9
898;4/13/21 21:31:15;4/13/21 21:33:09;;;Primeiro grupo;10840001465200644;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;7;5
917;4/14/21 10:29:16;4/14/21 10:30:48;;;Terceiro grupo;10840001465200644;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;7;7
965;4/14/21 11:30:26;4/14/21 11:31:10;;;Terceiro grupo;10840001465200644;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;10
985;4/14/21 15:04:58;4/14/21 15:07:12;;;Segundo grupo;10840001465200644;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;4;2
1032;4/15/21 7:58:22;4/15/21 7:58:48;;;Segundo grupo;10840001465200644;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;9;8
1070;4/15/21 10:03:12;4/15/21 10:04:20;;;Terceiro grupo;10840001465200644;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;10
1116;4/15/21 12:16:37;4/15/21 12:17:30;;;Terceiro grupo;10840001465200644;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;6;6
1149;4/15/21 14:54:34;4/15/21 14:55:21;;;Terceiro grupo;10840001465200644;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;10
1158;4/15/21 16:45:34;4/15/21 16:50:48;;;Primeiro grupo;10840001465200644;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;10
1168;4/15/21 19:15:54;4/15/21 19:17:32;;;Segundo grupo;10840001465200644;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;10;10
1245;4/17/21 16:12:15;4/17/21 16:14:33;;;Segundo grupo;10840001465200644;IRPF - Imposto de Renda Pessoa Fisica;Procedente ou procedente em parte;;8;7
234;3/30/21 15:51:57;3/30/21 16:46:11;;;Primeiro grupo;10850902764200920;IRPJ/CSLL;Procedente ou procedente em parte;;9;6
305;4/4/21 12:53:21;4/4/21 12:56:14;;;Primeiro grupo;10850902764200920;IRPJ/CSLL;Procedente ou procedente em parte;;9;9
314;4/4/21 17:29:23;4/4/21 17:31:40;;;Segundo grupo;10850902764200920;IRPJ/CSLL;Procedente ou procedente em parte;;7;6
414;4/9/21 23:33:42;4/9/21 23:34:54;;;Segundo grupo;10850902764200920;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;8;4
471;4/11/21 14:19:44;4/11/21 14:20:10;;;Segundo grupo;10850902764200920;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
518;4/11/21 16:39:49;4/11/21 16:41:37;;;Terceiro grupo;10850902764200920;IRPJ/CSLL;Procedente ou procedente em parte;;9;9
562;4/12/21 9:46:19;4/12/21 9:50:48;;;Terceiro grupo;10850902764200920;IRPJ/CSLL;Procedente ou procedente em parte;;10;9
595;4/12/21 10:49:23;4/12/21 10:52:04;;;Segundo grupo;10850902764200920;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;9;9
639;4/12/21 12:40:31;4/12/21 12:41:42;;;Segundo grupo;10850902764200920;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
658;4/12/21 15:01:28;4/12/21 15:03:32;;;Terceiro grupo;10850902764200920;IRPJ/CSLL;Procedente ou procedente em parte;;7;7
722;4/12/21 21:32:59;4/12/21 21:33:58;;;Terceiro grupo;10850902764200920;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
826;4/13/21 12:02:49;4/13/21 12:03:38;;;Segundo grupo;10850902764200920;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
862;4/13/21 15:07:06;4/13/21 15:09:31;;;Segundo grupo;10850902764200920;IRPJ/CSLL;Procedente ou procedente em parte;;8;3
890;4/13/21 19:34:36;4/13/21 19:35:44;;;Primeiro grupo;10850902764200920;IRPJ/CSLL;Não sei;;10;9
932;4/14/21 10:56:13;4/14/21 10:56:54;;;Terceiro grupo;10850902764200920;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;9;9
1046;4/15/21 8:24:24;4/15/21 8:24:42;;;Segundo grupo;10850902764200920;IRPJ/CSLL;Procedente ou procedente em parte;;8;6
1094;4/15/21 12:00:32;4/15/21 12:00:50;;;Terceiro grupo;10850902764200920;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;10
1135;4/15/21 12:37:58;4/15/21 12:38:42;;;Terceiro grupo;10850902764200920;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
1183;4/15/21 19:39:42;4/15/21 19:40:46;;;Segundo grupo;10850902764200920;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;10
1211;4/16/21 11:07:00;4/16/21 11:09:53;;;Segundo grupo;10850902764200920;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;9;7
1223;4/16/21 16:01:33;4/16/21 16:02:31;;;Segundo grupo;10850902764200920;IRPJ/CSLL;Procedente ou procedente em parte;;7;7
1224;4/16/21 16:02:38;4/16/21 16:03:57;;;Segundo grupo;10850902764200920;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
1260;4/17/21 16:53:26;4/17/21 16:55:00;;;Segundo grupo;10850902764200920;IRPJ/CSLL;Procedente ou procedente em parte;;9;8
37;3/23/21 18:33:47;3/23/21 18:35:14;;;Primeiro grupo;10850902764200921;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;10
30;3/23/21 18:17:47;3/23/21 18:18:01;;;Primeiro grupo;10880693174200944;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
225;3/30/21 15:35:13;3/30/21 15:36:22;;;Primeiro grupo;10880693174200944;IRPJ/CSLL;Procedente ou procedente em parte;;8;7
249;3/31/21 14:22:43;3/31/21 14:25:00;;;Segundo grupo;10880693174200944;IRPJ/CSLL;Procedente ou procedente em parte;;9;9
464;4/11/21 14:16:39;4/11/21 14:17:05;;;Segundo grupo;10880693174200944;IRPJ/CSLL;Procedente ou procedente em parte;;10;6
510;4/11/21 16:34:46;4/11/21 16:35:17;;;Terceiro grupo;10880693174200944;IRPJ/CSLL;Procedente ou procedente em parte;;8;8
511;4/11/21 16:35:39;4/11/21 16:36:15;;;Terceiro grupo;10880693174200944;IRPJ/CSLL;Procedente ou procedente em parte;;8;8
560;4/12/21 9:46:16;4/12/21 9:47:45;;;Segundo grupo;10880693174200944;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;9;9
580;4/12/21 10:10:04;4/12/21 10:10:27;;;Terceiro grupo;10880693174200944;IRPJ/CSLL;Não sei;;4;4
582;4/12/21 10:08:44;4/12/21 10:10:59;;;Terceiro grupo;10880693174200944;IRPJ/CSLL;Procedente ou procedente em parte;;7;7
625;4/12/21 11:46:51;4/12/21 11:47:33;;;Segundo grupo;10880693174200944;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
819;4/13/21 11:54:32;4/13/21 11:55:01;;;Segundo grupo;10880693174200944;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
925;4/14/21 10:46:36;4/14/21 10:48:04;;;Terceiro grupo;10880693174200944;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;7;6
1039;4/15/21 8:20:17;4/15/21 8:20:36;;;Segundo grupo;10880693174200944;IRPJ/CSLL;Procedente ou procedente em parte;;8;8
1122;4/15/21 12:27:21;4/15/21 12:28:00;;;Terceiro grupo;10880693174200944;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
1176;4/15/21 19:30:51;4/15/21 19:31:14;;;Segundo grupo;10880693174200944;IRPJ/CSLL;Procedente ou procedente em parte;;9;9
1253;4/17/21 16:40:24;4/17/21 16:42:12;;;Segundo grupo;10880693174200944;IRPJ/CSLL;Procedente ou procedente em parte;;9;8
736;4/12/21 21:46:23;4/12/21 21:48:30;;;Terceiro grupo;108806931742200940;IRPJ/CSLL;Procedente ou procedente em parte;;9;8
1155;4/15/21 15:21:47;4/15/21 15:22:30;;;Terceiro grupo;10880904190200888;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;10;10
176;3/30/21 11:28:15;3/30/21 11:29:29;;;Segundo grupo;10880904190200896;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;9;8
219;3/30/21 15:23:39;3/30/21 15:25:28;;;Primeiro grupo;10880904190200896;NGDT - Normas Gerais de Direito Tributário;Não sei;;1;1
293;4/4/21 10:31:40;4/4/21 11:24:14;;;Primeiro grupo;10880904190200896;IRPJ/CSLL;Não sei;;6;8
402;4/9/21 20:05:33;4/9/21 20:07:27;;;Segundo grupo;10880904190200896;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;9;6
458;4/11/21 14:13:12;4/11/21 14:13:41;;;Segundo grupo;10880904190200896;Não sei;Procedente ou procedente em parte;;8;7
504;4/11/21 16:29:16;4/11/21 16:29:52;;;Terceiro grupo;10880904190200896;IRPJ/CSLL;Procedente ou procedente em parte;;8;8
540;4/12/21 8:49:41;4/12/21 9:05:56;;;Segundo grupo;10880904190200896;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;9;9
561;4/12/21 9:46:22;4/12/21 9:49:32;;;Terceiro grupo;10880904190200896;IRPJ/CSLL;Procedente ou procedente em parte;;8;7
616;4/12/21 11:33:56;4/12/21 11:35:58;;;Segundo grupo;10880904190200896;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
813;4/13/21 11:44:38;4/13/21 11:46:00;;;Segundo grupo;10880904190200896;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
844;4/13/21 14:19:32;4/13/21 14:26:25;;;Segundo grupo;10880904190200896;IRPJ/CSLL;Procedente ou procedente em parte;;9;9
919;4/14/21 10:34:00;4/14/21 10:35:07;;;Terceiro grupo;10880904190200896;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;8;7
967;4/14/21 11:33:20;4/14/21 11:34:21;;;Terceiro grupo;10880904190200896;Não sei;Não sei;;7;7
968;4/14/21 9:12:11;4/14/21 13:09:07;;;Primeiro grupo;10880904190200896;IRPJ/CSLL;Não sei;;4;5
1034;4/15/21 7:59:51;4/15/21 8:00:06;;;Segundo grupo;10880904190200896;Não sei;Procedente ou procedente em parte;;7;7
1072;4/15/21 10:05:43;4/15/21 10:07:15;;;Terceiro grupo;10880904190200896;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;10
1118;4/15/21 12:19:18;4/15/21 12:20:11;;;Terceiro grupo;10880904190200896;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;10
1151;4/15/21 15:00:33;4/15/21 15:03:18;;;Segundo grupo;10880904190200896;IRPJ/CSLL;Procedente ou procedente em parte;;7;6
1170;4/15/21 19:20:22;4/15/21 19:21:27;;;Segundo grupo;10880904190200896;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;9
1247;4/17/21 16:17:27;4/17/21 16:19:33;;;Segundo grupo;10880904190200896;IRPJ/CSLL;Procedente ou procedente em parte;;9;8
24;3/23/21 17:03:25;3/23/21 17:05:25;;;Primeiro grupo;10880904190200897;NGDT - Normas Gerais de Direito Tributário;Não sei;;2;2
678;4/12/21 15:35:18;4/12/21 15:43:15;;;Primeiro grupo;10880910301200202;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;8;8
4;3/23/21 14:32:46;3/23/21 14:37:18;;;Primeiro grupo;10880910301200802;IRPJ - Imposto de Renda Pessoa Jurídica;Procedente ou procedente em parte;;10;9
5;3/23/21 15:15:28;3/23/21 15:24:54;;;Primeiro grupo;10880910301200802;IRPJ - Imposto de Renda Pessoa Jurídica;Procedente ou procedente em parte;;10;10
55;3/24/21 11:20:02;3/24/21 11:22:49;;;Segundo grupo;10880910301200802;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;6;7
64;3/24/21 14:34:40;3/24/21 14:36:08;;;Segundo grupo;10880910301200802;Não sei;Procedente ou procedente em parte;;5;2
65;3/24/21 14:31:08;3/24/21 14:41:42;;;Primeiro grupo;10880910301200802;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
82;3/24/21 19:52:44;3/24/21 19:53:17;;;Segundo grupo;10880910301200802;IRPJ/CSLL;Procedente ou procedente em parte;;9;6
87;3/25/21 16:23:07;3/25/21 16:27:24;;;Primeiro grupo;10880910301200802;IRPJ/CSLL;Procedente ou procedente em parte;;7;6
109;3/26/21 7:54:53;3/26/21 8:09:01;;;Segundo grupo;10880910301200802;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;8;10
135;3/26/21 14:16:34;3/26/21 14:24:32;;;Segundo grupo;10880910301200802;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;7;7
143;3/27/21 14:41:18;3/27/21 14:54:25;;;Segundo grupo;10880910301200802;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;3;3
156;3/29/21 15:11:31;3/29/21 15:17:16;;;Terceiro grupo;10880910301200802;IRPJ/CSLL;Procedente ou procedente em parte;;9;9
168;3/30/21 9:55:32;3/30/21 10:03:23;;;Segundo grupo;10880910301200802;IRPJ/CSLL;Procedente ou procedente em parte;;9;9
232;3/30/21 15:52:47;3/30/21 15:54:46;;;Terceiro grupo;10880910301200802;IRPJ/CSLL;Procedente ou procedente em parte;;7;5
237;3/31/21 8:28:45;3/31/21 8:32:19;;;Segundo grupo;10880910301200802;IRPJ/CSLL;Procedente ou procedente em parte;;8;7
247;3/31/21 12:00:22;3/31/21 12:02:16;;;Segundo grupo;10880910301200802;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;7;5
275;4/3/21 16:00:08;4/3/21 16:05:10;;;Primeiro grupo;10880910301200802;IRPJ/CSLL;Procedente ou procedente em parte;;8;10
330;4/5/21 13:46:47;4/5/21 13:50:04;;;Segundo grupo;10880910301200802;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;10;10
340;4/5/21 14:33:57;4/5/21 14:36:44;;;Segundo grupo;10880910301200802;Não sei;Procedente ou procedente em parte;;8;10
341;4/5/21 14:36:47;4/5/21 14:37:45;;;Segundo grupo;10880910301200802;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
383;4/9/21 18:52:21;4/9/21 19:00:55;;;Segundo grupo;10880910301200802;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;10
439;4/11/21 13:55:58;4/11/21 13:57:06;;;Segundo grupo;10880910301200802;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;10
486;4/11/21 16:15:18;4/11/21 16:15:58;;;Terceiro grupo;10880910301200802;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;8;8
533;4/12/21 8:15:34;4/12/21 8:18:29;;;Terceiro grupo;10880910301200802;IRPJ/CSLL;Procedente ou procedente em parte;;9;8
570;4/12/21 10:04:03;4/12/21 10:04:44;;;Terceiro grupo;10880910301200802;IRPJ/CSLL;Procedente ou procedente em parte;;6;5
590;4/12/21 10:36:25;4/12/21 10:40:09;;;Segundo grupo;10880910301200802;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;10
685;4/12/21 18:07:41;4/12/21 18:11:41;;;Primeiro grupo;10880910301200802;IRPJ/CSLL;Procedente ou procedente em parte;;9;9
699;4/12/21 20:55:42;4/12/21 20:57:40;;;Primeiro grupo;10880910301200802;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
704;4/12/21 21:00:44;4/12/21 21:10:23;;;Segundo grupo;10880910301200802;IRPJ/CSLL;Procedente ou procedente em parte;;8;8
751;4/13/21 9:25:36;4/13/21 9:27:15;;;Terceiro grupo;10880910301200802;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;10;10
761;4/13/21 9:42:03;4/13/21 9:48:45;;;Terceiro grupo;10880910301200802;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;9;10
765;4/13/21 9:49:03;4/13/21 9:55:25;;;Segundo grupo;10880910301200802;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
851;4/13/21 14:45:18;4/13/21 14:49:28;;;Terceiro grupo;10880910301200802;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;8
877;4/13/21 15:30:14;4/13/21 15:33:40;;;Primeiro grupo;10880910301200802;IRPJ/CSLL;Procedente ou procedente em parte;;10;9
900;4/14/21 9:27:18;4/14/21 9:50:46;;;Terceiro grupo;10880910301200802;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;9
933;4/14/21 10:54:48;4/14/21 10:58:39;;;Terceiro grupo;10880910301200802;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
972;4/14/21 14:30:39;4/14/21 14:37:44;;;Terceiro grupo;10880910301200802;IRPJ/CSLL;Procedente ou procedente em parte;;7;6
977;4/14/21 14:52:00;4/14/21 14:53:16;;;Segundo grupo;10880910301200802;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;7;7
1000;4/14/21 19:24:37;4/14/21 19:27:04;;;Segundo grupo;10880910301200802;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;8
1015;4/14/21 21:55:06;4/14/21 22:00:16;;;Segundo grupo;10880910301200802;IRPJ/CSLL;Procedente ou procedente em parte;;9;9
1016;4/15/21 7:42:24;4/15/21 7:43:47;;;Segundo grupo;10880910301200802;Não sei;Procedente ou procedente em parte;;5;5
1081;4/15/21 11:16:14;4/15/21 11:18:54;;;Terceiro grupo;10880910301200802;PAF - Processo Administrativo Fiscal;Procedente ou procedente em parte;;10;10
1143;4/15/21 14:42:25;4/15/21 14:44:57;;;Segundo grupo;10880910301200802;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;5;4
1157;4/15/21 16:34:59;4/15/21 16:45:19;;;Primeiro grupo;10880910301200802;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;9
1202;4/16/21 10:36:49;4/16/21 10:37:59;;;Segundo grupo;10880910301200802;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;8;9
29;3/23/21 16:24:01;3/23/21 17:29:41;;;Primeiro grupo;10880920090200999;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
183;3/30/21 11:35:19;3/30/21 11:36:57;;;Segundo grupo;10880920090201000;IRPJ/CSLL;Procedente ou procedente em parte;;9;8
224;3/30/21 15:33:13;3/30/21 15:35:10;;;Primeiro grupo;10880920090201000;IRPJ/CSLL;Procedente ou procedente em parte;;8;7
298;4/4/21 11:44:25;4/4/21 11:56:31;;;Primeiro grupo;10880920090201000;IRPJ/CSLL;Procedente ou procedente em parte;;7;8
407;4/9/21 23:13:35;4/9/21 23:17:44;;;Segundo grupo;10880920090201000;IRPJ/CSLL;Procedente ou procedente em parte;;8;4
463;4/11/21 14:16:09;4/11/21 14:16:37;;;Segundo grupo;10880920090201000;IRPJ/CSLL;Procedente ou procedente em parte;;10;6
509;4/11/21 16:34:17;4/11/21 16:34:44;;;Terceiro grupo;10880920090201000;IRPJ/CSLL;Procedente ou procedente em parte;;8;8
559;4/12/21 9:25:55;4/12/21 9:46:14;;;Segundo grupo;10880920090201000;IRPJ/CSLL;Procedente ou procedente em parte;;9;9
575;4/12/21 10:04:52;4/12/21 10:08:38;;;Terceiro grupo;10880920090201000;IRPJ/CSLL;Procedente ou procedente em parte;;8;8
624;4/12/21 11:44:26;4/12/21 11:46:50;;;Segundo grupo;10880920090201000;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
738;4/12/21 21:48:43;4/12/21 21:51:37;;;Terceiro grupo;10880920090201000;IRPJ/CSLL;Não sei;;9;10
818;4/13/21 11:53:50;4/13/21 11:54:31;;;Segundo grupo;10880920090201000;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
849;4/13/21 14:39:32;4/13/21 14:43:45;;;Segundo grupo;10880920090201000;IRPJ/CSLL;Procedente ou procedente em parte;;9;7
924;4/14/21 10:45:00;4/14/21 10:46:33;;;Terceiro grupo;10880920090201000;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;6;6
1038;4/15/21 8:19:11;4/15/21 8:19:51;;;Segundo grupo;10880920090201000;IRPJ/CSLL;Procedente ou procedente em parte;;8;8
1077;4/15/21 10:37:07;4/15/21 10:37:58;;;Terceiro grupo;10880920090201000;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;10;10
1121;4/15/21 12:26:04;4/15/21 12:26:34;;;Terceiro grupo;10880920090201000;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
1175;4/15/21 19:28:50;4/15/21 19:30:02;;;Segundo grupo;10880920090201000;IRPJ/CSLL;Procedente ou procedente em parte;;10;9
1252;4/17/21 16:37:06;4/17/21 16:40:22;;;Segundo grupo;10880920090201000;IRPJ/CSLL;Procedente ou procedente em parte;;8;7
38;3/23/21 18:35:17;3/23/21 18:37:46;;;Primeiro grupo;10880973302200931;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
86;3/25/21 14:30:15;3/25/21 14:35:05;;;Segundo grupo;10880973302200932;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;8;8
159;3/29/21 15:24:59;3/29/21 15:28:23;;;Terceiro grupo;10880973302200932;IRPJ/CSLL;Procedente ou procedente em parte;;8;8
235;3/30/21 16:47:04;3/30/21 16:48:33;;;Primeiro grupo;10880973302200932;IRPJ/CSLL;Não sei;;4;1
306;4/4/21 12:56:26;4/4/21 13:05:52;;;Primeiro grupo;10880973302200932;IRPJ/CSLL;Não sei;;6;5
315;4/4/21 17:31:43;4/4/21 17:33:45;;;Segundo grupo;10880973302200932;IRPJ/CSLL;Procedente ou procedente em parte;;9;8
415;4/9/21 23:35:15;4/9/21 23:36:46;;;Segundo grupo;10880973302200932;IRPJ/CSLL;Procedente ou procedente em parte;;7;3
519;4/11/21 16:41:40;4/11/21 16:42:27;;;Terceiro grupo;10880973302200932;IRPJ/CSLL;Procedente ou procedente em parte;;9;9
565;4/12/21 9:54:41;4/12/21 9:58:07;;;Terceiro grupo;10880973302200932;IRPJ/CSLL;Procedente ou procedente em parte;;9;7
597;4/12/21 10:52:06;4/12/21 10:54:05;;;Segundo grupo;10880973302200932;NGDT - Normas Gerais de Direito Tributário;Procedente ou procedente em parte;;9;9
640;4/12/21 12:41:49;4/12/21 12:44:24;;;Segundo grupo;10880973302200932;IRPJ/CSLL;Procedente ou procedente em parte;;10;10
661;4/12/21 15:03:44;4/12/21 15:06:32;;;Terceiro grupo;10880973302200932;IRPJ/CSLL;Procedente ou procedente em parte;;8;7
717;4/12/21 21:25:33;4/12/21 21:28:59;;;Primeiro grupo;10880973302200932;IRPJ/CSLL;Procedente ou procedente em parte;;7;5
